Feat_nb,CI_train,CI_test,cdAUC_train,cdAUC_test,ConfInt
207,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
208,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
209,0.6926455190940956,0.6287647045444574,nan,nan,1.3762467196820668e-17
210,0.6927545383401855,0.6297880963573229,nan,nan,1.3762467196820668e-17
211,0.6927545383401855,0.6297880963573229,nan,nan,1.3762467196820668e-17
212,0.6927545383401855,0.6297880963573229,nan,nan,1.3762467196820668e-17
213,0.6927545383401855,0.6297880963573229,nan,nan,1.3762467196820668e-17
214,0.6927545383401855,0.6297880963573229,nan,nan,1.3762467196820668e-17
215,0.6927545383401855,0.6297880963573229,nan,nan,1.3762467196820668e-17
216,0.6927545383401855,0.6297880963573229,nan,nan,1.3762467196820668e-17
217,0.6927545383401855,0.6297880963573229,nan,nan,1.3762467196820668e-17
218,0.6927545383401855,0.6297880963573229,nan,nan,1.3762467196820668e-17
219,0.6927545383401855,0.6297880963573229,nan,nan,1.3762467196820668e-17
220,0.6927545383401855,0.6297880963573229,nan,nan,1.3762467196820668e-17
221,0.6927545383401855,0.6297880963573229,nan,nan,1.3762467196820668e-17
222,0.6927545383401855,0.6297880963573229,nan,nan,1.3762467196820668e-17
